#version,serial,flight,call,time,rssi,lqi,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage,accel_x,accel_y,accel_z,gyro_roll,gyro_pitch,gyro_yaw,mag_x,mag_y,mag_z,tilt,pyro,igniter_a,igniter_b,igniter_c,igniter_d,connected,locked,nsat,latitude,longitude,altitude,year,month,day,hour,minute,second,pad_dist,pad_range,pad_az,pad_el,pdop,hdop,vdop
6, 2363, 0,KQ4YGQ,    12.00, -37,   8,   -0.00, 101652.00,  -27.18,    4.98,    0.05, 30.9, 0.00, 0.00, 3.77,   9.90,  -0.11,   0.97,   1.46,  -1.65,  -0.12,   1.00,   0.55,   1.15,  98.00, 3.77, 0.00, 0.00, 0.00, 0.00, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 2363, 0,KQ4YGQ,    12.60, -35,   8,   -0.00, 101647.00,  -26.77,    5.40,   -0.28, 31.0, 0.00, 0.00, 3.77,   9.90,  -0.11,   0.84,   1.53,  -0.12,   0.06,   1.00,   0.57,   1.15,  99.00, 3.77, 0.00, 0.00, 0.00, 0.00, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 2363, 0,KQ4YGQ,    12.68, -37,  10,   -0.00, 101647.00,  -26.77,    5.40,   -0.28, 31.0, 0.00, 0.00, 3.77,   9.90,  -0.11,   0.84,   1.53,  -0.12,   0.06,   1.00,   0.57,   1.15,  99.00, 3.77, 0.00, 0.00, 0.00, 0.00, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 2363, 0,KQ4YGQ,    12.99, -37,   7,   -0.00, 101647.00,  -26.77,    5.40,   -0.28, 31.0, 0.00, 0.00, 3.77,   9.90,  -0.11,   0.84,   1.53,  -0.12,   0.06,   1.00,   0.57,   1.15,  99.00, 3.77, 0.00, 0.00, 0.00, 0.00, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 2363, 0,KQ4YGQ,    12.99, -37,  10,   -0.00, 101647.00,  -26.77,    5.40,   -0.28, 31.0, 0.00, 0.00, 3.77,   9.90,  -0.11,   0.84,   1.53,  -0.12,   0.06,   1.00,   0.57,   1.15,  99.00, 3.77, 0.00, 0.00, 0.00, 0.00, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 2363, 0,KQ4YGQ,    13.60, -37,   8,   -0.00, 101661.00,  -27.93,    4.23,    0.13, 31.0, 0.00, 0.00, 3.77,   9.90,  -0.11,   0.68,   1.28,  -0.18,  -0.06,   1.00,   0.59,   1.15,  95.00, 3.77, 0.00, 0.00, 0.00, 0.00, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 2363, 0,KQ4YGQ,    13.68, -37,   7,   -0.00, 101661.00,  -27.93,    4.23,    0.13, 31.0, 0.00, 0.00, 3.78,   9.90,  -0.11,   0.68,   1.28,  -0.18,  -0.06,   1.00,   0.59,   1.15,  95.00, 3.79, 0.00, 0.00, 0.00, 0.00, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 2363, 0,KQ4YGQ,    13.99, -35,   8,   -0.00, 101661.00,  -27.93,    4.23,    0.13, 31.0, 0.00, 0.00, 3.78,   9.90,  -0.11,   0.68,   1.28,  -0.18,  -0.06,   1.00,   0.59,   1.15,  95.00, 3.79, 0.00, 0.00, 0.00, 0.00, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 2363, 0,KQ4YGQ,    13.99, -35,   8,   -0.00, 101661.00,  -27.93,    4.23,    0.13, 31.0, 0.00, 0.00, 3.78,   9.90,  -0.11,   0.68,   1.28,  -0.18,  -0.06,   1.00,   0.59,   1.15,  95.00, 3.79, 0.00, 0.00, 0.00, 0.00, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 2363, 0,KQ4YGQ,    14.65, -36,   7,   -0.54, 101643.00,  -26.44,    5.73,   -0.59, 31.0, 0.00, 0.00, 3.78,   9.87,  -0.10,   0.77,   1.28,  -6.04,   0.00,   1.00,   0.57,   1.16,  94.00, 3.79, 0.00, 0.00, 0.00, 0.00, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 2363, 0,KQ4YGQ,    14.73, -35,   9,   -0.54, 101643.00,  -26.44,    5.73,   -0.59, 31.0, 0.00, 0.00, 3.77,   9.87,  -0.10,   0.77,   1.28,  -6.04,   0.00,   1.00,   0.57,   1.16,  94.00, 3.78, 0.00, 0.00, 0.00, 0.00, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 2363, 0,KQ4YGQ,    15.00, -42,   7,   -0.54, 101643.00,  -26.44,    5.73,   -0.59, 31.0, 0.00, 0.00, 3.77,   9.87,  -0.10,   0.77,   1.28,  -6.04,   0.00,   1.00,   0.57,   1.16,  94.00, 3.78, 0.00, 0.00, 0.00, 0.00, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 2363, 0,KQ4YGQ,    15.00, -32,   9,   -0.54, 101643.00,  -26.44,    5.73,   -0.59, 31.0, 0.00, 0.00, 3.77,   9.87,  -0.10,   0.77,   1.28,  -6.04,   0.00,   1.00,   0.57,   1.16,  94.00, 3.78, 0.00, 0.00, 0.00, 0.00, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
6, 2363, 0,KQ4YGQ,    15.00, -31,   8,   -0.54, 101643.00,  -26.44,    5.73,   -0.59, 31.0, 0.00, 0.00, 3.77,   9.87,  -0.10,   0.77,   1.28,  -6.04,   0.00,   1.00,   0.57,   1.16,  94.00, 3.78, 0.00, 0.00, 0.00, 0.00, 1, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,        0,   0,   0,  23.1,  23.1,  23.1
