acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,time_elapsed,rocket_state,rssi,signal_to_noise
-91,128,1007,840,-1400,-490,7179,1,-57,11.0
-90,129,1005,840,-1540,-560,7180,1,-57,11.0
-91,129,1006,630,-1470,-490,7181,1,-60,11.0
-91,129,1006,840,-1470,-490,7182,1,-58,11.0
-90,129,1005,770,-1540,-490,7183,1,-58,11.0
-91,129,1006,700,-1540,-490,7184,1,-59,11.0
-91,129,1006,770,-1400,-490,7185,1,-58,11.0
-91,129,1005,770,-1540,-490,7186,1,-58,11.0
-90,129,1006,770,-1470,-490,7187,1,-58,11.0
-90,129,1006,700,-1400,-490,7188,1,-57,11.0
-91,129,1004,770,-1470,-490,7189,1,-56,10.0
-91,130,1006,770,-1470,-490,7190,1,-57,12.0
-90,129,1006,700,-1470,-490,7191,1,-57,11.0
-91,128,1005,770,-1470,-490,7192,1,-57,11.0
-91,129,1005,700,-1470,-420,7193,1,-58,11.0
-91,129,1006,700,-1470,-490,7194,1,-57,11.0
-91,129,1005,770,-1470,-490,7195,1,-58,11.0
-91,128,1006,840,-1470,-490,7196,1,-57,11.0
-91,129,1006,700,-1470,-490,7197,1,-57,11.0
-91,129,1006,770,-1470,-490,7198,1,-58,11.0
-91,129,1006,770,-1470,-490,7199,1,-56,11.0
-91,129,1005,770,-1470,-420,7200,1,-58,11.0
-91,129,1005,840,-1470,-420,7201,1,-58,11.0
-90,127,1006,700,-1400,-490,7202,1,-59,11.0
-91,129,1005,840,-1400,-490,7203,1,-58,11.0
-90,128,1006,770,-1470,-420,7204,1,-58,11.0
-91,129,1005,770,-1470,-490,7205,1,-57,10.0
-92,129,1005,700,-1470,-560,7206,1,-57,11.0
-91,129,1005,700,-1470,-490,7207,1,-57,11.0
-90,130,1005,700,-1470,-490,7208,1,-57,11.0
-90,128,1005,770,-1470,-490,7209,1,-57,11.0
-92,129,1006,770,-1470,-490,7210,1,-56,11.0
-90,129,1005,700,-1470,-490,7211,1,-57,11.0
-91,129,1006,770,-1540,-420,7212,1,-56,11.0
-92,129,1006,770,-1470,-420,7213,1,-56,11.0
