acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,time_elapsed,rocket_state,rssi,signal_to_noise
21,-46,1020,420,-1190,-700,20,1,-62,11.0
26,-48,1020,490,-910,-840,21,1,-66,8.0
36,-48,1021,1050,-1470,-140,22,1,-69,9.0
29,-43,1020,350,-980,-700,23,1,-74,6.0
22,-43,1019,840,-1330,-490,24,1,-68,8.0
27,-47,1021,630,-1260,-490,25,1,-72,11.0
30,-57,1021,840,-1400,-280,26,1,-71,10.0
27,-52,1019,490,-1470,-630,27,1,-73,10.0
22,-50,1019,350,-1470,-630,28,1,-73,9.0
26,-50,1019,350,-1330,-980,30,1,-72,9.0
29,-42,1021,490,-1400,-700,31,1,-71,10.0
23,-45,1020,770,-1400,-560,32,1,-73,10.0
38,-48,1021,490,-1680,-490,33,1,-71,11.0
30,-39,1020,420,-1750,-560,35,1,-82,8.0
24,-41,1020,280,-1470,-700,36,1,-78,9.0
27,-36,1020,630,-1400,-910,37,1,-80,7.0
28,-46,1021,280,-1540,-840,38,1,-75,5.0
12,-61,1020,1050,-1750,-140,39,1,-80,11.0
12,-71,1019,560,-1680,-560,40,1,-78,10.0
10,-43,1018,560,-1330,-490,9,1,-77,10.0
30,-40,1021,420,-1190,-350,13,1,-76,8.0
37,-47,1021,630,-1400,-700,14,1,-71,10.0
21,-64,1021,770,-1400,-630,9,1,-73,10.0
20,-50,1018,1260,-1610,-420,12,1,-71,10.0
26,-48,1018,1050,-1610,-490,14,1,-69,10.0
28,-47,1020,840,-1400,-560,15,1,-69,10.0
31,-38,1019,910,-1190,-700,16,1,-71,10.0
23,-58,1020,910,-1680,-350,17,1,-69,11.0
20,-56,1019,420,-1470,-770,18,1,-69,9.0
21,-46,1020,770,-1540,-70,9,1,-67,10.0
27,-48,1019,490,-1400,-630,12,1,-68,10.0
20,-56,1020,560,-1190,-840,13,1,-69,10.0
14,-60,1020,840,-1400,-210,14,1,-70,11.0
23,-56,1020,490,-1330,-700,15,1,-70,11.0
14,-55,1019,560,-1540,-560,16,1,-67,10.0
10,-56,1019,910,-1610,-140,17,1,-73,6.0
14,-58,1019,630,-1470,-560,18,1,-74,4.0
23,-50,1020,910,-1610,-140,19,1,-76,6.0
22,-59,1019,1050,-1820,210,9,1,-76,10.0
28,-56,1020,1330,-1750,70,12,1,-81,10.0
22,-56,1020,980,-1680,-140,13,1,-77,10.0
23,-58,1020,910,-1470,-420,9,1,-72,10.0
16,-54,1018,980,-1540,0,13,1,-73,9.0
21,-59,1020,1050,-1190,-420,14,1,-83,10.0
26,-52,1019,700,-1260,-630,15,1,-81,3.0
24,-43,1021,840,-1750,-350,16,1,-79,8.0
21,-44,1019,840,-1750,-210,17,1,-74,9.0
20,-43,1020,1260,-1470,-210,18,1,-76,9.0
15,-55,1019,910,-1540,-210,19,1,-76,3.0
23,-64,1020,840,-1470,-350,20,1,-73,8.0
23,-57,1021,630,-1400,-490,21,1,-74,9.0
23,-61,1019,420,-1400,-630,22,1,-77,7.0
22,-54,1019,700,-1400,-700,23,1,-74,10.0
21,-43,1020,560,-1330,-630,24,1,-76,10.0
23,-52,1019,630,-1470,-700,25,1,-72,9.0
18,-56,1019,630,-1190,-630,26,1,-71,10.0
23,-42,1020,630,-1190,-490,27,1,-83,4.0
25,-46,1020,700,-1540,-350,28,1,-74,7.0
31,-52,1021,560,-1540,-420,29,1,-80,6.0
15,-44,1018,700,-1820,-70,30,1,-78,2.0
23,-51,1020,980,-1260,-210,31,1,-64,11.0
22,-68,1020,840,-1120,-490,32,1,-72,10.0
24,-62,1020,770,-1540,-350,33,1,-67,10.0
16,-57,1020,490,-1400,-490,34,1,-69,9.0
21,-54,1018,910,-1470,-140,9,1,-66,10.0
20,-53,1019,840,-1540,-210,12,1,-66,10.0
34,-58,1021,840,-1260,-350,13,1,-67,9.0
27,-53,1018,840,-1820,0,14,1,-68,10.0
18,-48,1018,980,-1750,-210,9,1,-66,10.0
23,-49,1020,630,-1820,-280,12,1,-67,10.0
23,-66,1020,980,-1540,-140,9,1,-67,10.0
27,-48,1021,1190,-1470,70,12,1,-68,9.0
22,-59,1020,840,-1540,-350,13,1,-71,10.0
13,-53,1019,840,-1330,-280,14,1,-70,8.0
27,-60,1021,910,-1610,-140,15,1,-71,11.0
21,-64,1020,630,-1610,-350,16,1,-70,10.0
22,-59,1020,490,-1330,-490,17,1,-71,10.0
27,-36,1019,910,-1540,140,18,1,-73,9.0
35,-44,1019,1120,-1680,-280,19,1,-71,11.0
32,-46,1019,630,-1610,-770,20,1,-70,10.0
15,-50,1018,980,-1610,0,9,1,-67,10.0
17,-48,1020,630,-1960,70,12,1,-68,11.0
7,-52,1019,840,-1610,-210,13,1,-66,10.0
17,-49,1019,910,-1680,-70,14,1,-71,11.0
8,-50,1019,840,-1540,-350,15,1,-70,9.0
20,-54,1019,630,-1260,-630,16,1,-74,10.0
28,-55,1020,420,-1120,-980,17,1,-74,8.0
28,-48,1020,910,-1120,-420,9,1,-69,10.0
