acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,time_elapsed,rocket_state,rssi,signal_to_noise
6,323,-917,840,-1260,-560,221,1,-26,11.0
8,323,-916,700,-1330,-420,222,1,-26,11.0
7,322,-918,700,-1400,-560,223,1,-25,11.0
6,322,-918,770,-1260,-490,224,1,-25,11.0
7,323,-916,840,-2030,-490,225,1,-25,11.0
7,325,-917,770,-1540,-420,226,1,-26,11.0
10,324,-918,490,-980,-140,227,1,-26,11.0
4,321,-918,770,-1260,-560,228,1,-26,11.0
7,322,-917,770,-1540,-490,229,1,-26,11.0
4,320,-917,700,-1050,-350,230,1,-25,11.0
5,322,-917,490,-1680,-490,231,1,-25,11.0
7,322,-917,770,-1190,-560,232,1,-25,11.0
6,322,-917,700,-1750,-350,233,1,-25,11.0
6,323,-918,770,-1470,-630,234,1,-25,11.0
7,322,-917,770,-1330,-630,235,1,-25,11.0
7,323,-917,700,-1470,-420,236,1,-25,11.0
6,322,-917,700,-980,-490,237,1,-25,11.0
6,322,-917,700,-1610,-420,238,1,-25,11.0
7,321,-917,700,-1540,-490,239,1,-25,11.0
6,322,-917,630,-1470,-490,240,1,-25,11.0
6,322,-917,630,-1890,-350,241,1,-25,11.0
7,323,-917,840,-1120,-560,242,1,-25,11.0
7,323,-918,700,-1540,-420,243,1,-26,11.0
6,322,-916,910,-1400,-420,244,1,-25,11.0
6,323,-918,700,-1750,-350,245,1,-25,11.0
6,321,-917,840,-1400,-560,246,1,-25,12.0
8,322,-918,700,-1470,-490,247,1,-24,12.0
7,322,-916,840,-1400,-490,248,1,-25,11.0
7,322,-917,700,-1400,-490,249,1,-25,11.0
7,320,-917,700,-1050,-490,250,1,-25,11.0
7,322,-917,630,-1610,-350,251,1,-25,12.0
6,322,-918,700,-1470,-490,252,1,-25,11.0
7,320,-918,770,-1260,-490,253,1,-25,11.0
9,321,-916,910,-1610,-560,254,1,-25,12.0
7,321,-919,840,-1120,-560,255,1,-25,11.0
7,321,-918,840,-1260,-700,256,1,-25,11.0
7,322,-918,560,-1540,-420,257,1,-25,11.0
6,322,-918,770,-1470,-490,258,1,-25,11.0
7,320,-918,700,-1120,-560,259,1,-25,11.0
8,321,-917,630,-1820,-350,260,1,-25,11.0
6,322,-918,770,-2030,-490,261,1,-25,11.0
9,320,-913,700,-1120,-840,262,1,-24,11.0
11,329,-921,70,-1400,-840,263,1,-25,11.0
-8,273,-924,1610,-5110,-9310,264,1,-24,10.0
-32,310,-911,5110,-3290,-6440,265,1,-24,11.0
-47,297,-944,-3780,5460,-140,266,1,-23,11.0
-48,368,-1018,38710,-26040,-19250,267,1,-23,10.0
-112,231,-952,-910,210,3290,268,1,-22,10.0
-113,223,-939,-490,-420,630,269,1,-23,11.0
-121,215,-927,-2730,1890,2100,270,1,-23,11.0
-118,215,-951,-70,140,-2590,271,1,-23,10.0
-120,220,-941,700,-1330,-560,272,1,-24,11.0
-123,214,-939,700,-1330,0,273,1,-22,11.0
-110,225,-939,770,-1330,-490,274,1,-23,10.0
-97,251,-935,910,-3220,2660,275,1,-23,11.0
-112,211,-942,490,-1610,-980,276,1,-26,11.0
44,51,-1047,-5880,-12810,24150,277,1,-25,11.0
-184,317,921,-2870,5950,11620,65,1,-34,10.0
-286,443,951,-2100,-10150,-28210,66,1,-36,11.0
-203,189,806,16590,420,28700,67,1,-26,12.0
-245,282,848,-630,11410,-3850,68,1,-26,11.0
-178,339,941,2240,-1400,-1470,69,1,-24,11.0
-162,315,932,-70,630,1050,70,1,-25,11.0
-165,351,932,-420,-1610,140,71,1,-25,11.0
-167,344,938,630,-1680,-910,72,1,-25,11.0
-44,383,932,19110,-21210,-42350,73,1,-25,11.0
-153,334,943,700,-1470,-490,0,1,-26,11.0
-150,331,947,420,-1610,-560,1,1,-25,11.0
-152,331,949,1400,-1400,-420,2,1,-25,11.0
-154,332,948,560,-1470,-490,3,1,-25,11.0
-153,334,945,770,-1470,-490,4,1,-24,11.0
-154,333,945,770,-1330,-560,5,1,-25,11.0
-151,335,945,700,-1470,-490,6,1,-26,11.0
-152,338,944,700,-1400,-490,7,1,-25,11.0
-155,333,944,1260,-1330,-420,8,1,-25,11.0
-150,330,949,1190,-1400,-490,9,1,-26,11.0
-156,331,944,1750,-1260,-630,10,1,-25,11.0
-152,336,944,770,-1470,-420,11,1,-25,12.0
-153,332,946,770,-1470,-490,12,1,-25,11.0
-154,334,947,770,-1470,-490,13,1,-25,12.0
-153,333,947,350,-1470,-490,14,1,-26,11.0
-154,334,945,910,-1540,-560,15,1,-26,11.0
-154,333,947,700,-1470,-490,16,1,-26,11.0
-154,333,946,770,-1400,-490,17,1,-26,11.0
-154,334,945,770,-1470,-490,18,1,-26,11.0
-153,332,945,910,-1470,-560,19,1,-26,11.0
-152,333,945,910,-1470,-560,20,1,-26,11.0
-152,333,947,630,-1540,-490,21,1,-26,11.0
-153,335,946,700,-1470,-490,22,1,-27,11.0
-154,331,946,770,-1400,-560,23,1,-29,10.0
-152,333,946,630,-1470,-490,24,1,-30,10.0
-152,334,946,630,-1470,-490,25,1,-29,11.0
-153,333,946,700,-1470,-490,26,1,-30,11.0
-153,334,946,700,-1400,-490,27,1,-29,11.0
-153,335,944,630,-1540,-630,28,1,-28,11.0
-156,337,945,490,-1470,-560,29,1,-27,11.0
-153,337,945,630,-1470,-350,30,1,-30,11.0
-154,333,945,910,-1470,-420,31,1,-29,11.0
-154,331,946,980,-1400,-560,32,1,-28,11.0
-133,324,931,-210,-1470,140,33,1,-29,11.0
-152,348,960,1470,-1750,-1680,34,1,-27,11.0
-144,337,951,910,-1540,-420,35,1,-28,11.0
-152,330,948,840,-1470,-630,36,1,-27,11.0
-154,331,948,910,-1400,-560,37,1,-27,11.0
-153,333,945,770,-1470,-490,38,1,-26,11.0
-154,334,945,700,-1400,-490,39,1,-26,11.0
-153,333,945,560,-1540,-490,40,1,-27,10.0
-153,335,945,700,-1400,-490,41,1,-27,11.0
-154,333,944,840,-1470,-560,42,1,-26,11.0
-156,325,945,2170,-1470,-140,43,1,-26,11.0
-154,332,944,910,-1400,-490,44,1,-26,11.0
-156,329,948,490,-1400,-560,45,1,-26,11.0
-155,334,947,770,-1610,-490,46,1,-27,11.0
-152,331,947,770,-1470,-420,47,1,-27,11.0
-154,334,946,840,-1470,-420,48,1,-27,11.0
-156,333,946,840,-1470,-630,49,1,-25,11.0
-154,333,947,770,-1540,-630,50,1,-25,11.0
-154,332,947,700,-1470,-490,51,1,-26,11.0
-153,332,947,770,-1470,-490,52,1,-26,11.0
-154,334,946,700,-1470,-490,53,1,-26,11.0
-152,333,946,700,-1470,-490,54,1,-28,11.0
-153,332,945,840,-1470,-560,55,1,-29,11.0
-154,332,946,770,-1470,-490,56,1,-28,11.0
-154,333,946,770,-1470,-560,57,1,-28,11.0
-152,332,947,280,-1400,-560,58,1,-28,11.0
-152,332,948,700,-1400,-560,59,1,-31,12.0
-154,333,947,490,-1540,-490,60,1,-33,11.0
-154,331,948,630,-1400,-560,61,1,-36,11.0
-151,338,944,490,-1470,-560,62,1,-34,11.0
-154,333,944,770,-1470,-490,63,1,-29,11.0
-154,329,947,560,-1400,-560,64,1,-30,11.0
-153,333,946,700,-1470,-490,65,1,-27,11.0
-152,327,949,770,-1400,-490,66,1,-25,11.0
-152,334,943,770,-1540,-420,67,1,-26,11.0
-152,332,945,770,-1470,-490,68,1,-27,11.0
-153,334,946,770,-1540,-490,69,1,-27,11.0
-154,331,946,700,-1470,-490,70,1,-26,11.0
-152,332,947,700,-1470,-490,71,1,-26,11.0
-152,331,948,700,-1470,-490,72,1,-26,10.0
-155,332,945,770,-1470,-490,73,1,-27,11.0
-151,332,947,770,-1470,-560,74,1,-27,11.0
-153,332,946,700,-1470,-490,75,1,-28,11.0
-152,333,943,770,-1540,-420,76,1,-28,11.0
-154,333,947,700,-1470,-490,77,1,-28,11.0
-154,333,945,700,-1400,-490,78,1,-27,11.0
-152,333,945,770,-1470,-420,79,1,-26,11.0
-153,332,946,910,-1400,-490,80,1,-26,11.0
-153,334,947,700,-1470,-420,81,1,-26,11.0
-153,333,946,840,-1400,-490,82,1,-26,11.0
-152,335,946,770,-1470,-490,83,1,-27,11.0
-155,327,947,910,-1330,-490,84,1,-26,11.0
-152,325,947,700,-1540,-490,85,1,-26,11.0
-154,326,947,560,-1540,-630,86,1,-26,11.0
-152,328,947,910,-1400,-560,87,1,-28,12.0
-153,333,950,-560,-1680,-280,88,1,-29,11.0
-154,326,948,910,-1400,-420,89,1,-29,10.0
-155,326,948,490,-1470,-490,90,1,-27,11.0
-154,328,944,770,-1540,-560,91,1,-26,11.0
-154,321,948,840,-1400,-490,92,1,-26,11.0
-150,329,949,1050,-1470,-490,93,1,-25,11.0
-154,327,947,630,-1470,-490,94,1,-27,11.0
-154,328,946,1330,-1330,-490,95,1,-26,11.0
