acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,time_elapsed,rocket_state,rssi,signal_to_noise
40,-137,-1006,4970,7910,-4200,18485,1,-44,11.0
44,-102,-984,-70,840,-4200,18486,1,-49,10.0
46,-136,-978,490,-2170,-1470,18487,1,-55,11.0
7,-79,-971,5600,-700,-490,18488,1,-51,11.0
15,-109,-975,2030,-2520,-840,18489,1,-50,11.0
28,-122,-966,1750,-1750,840,18490,1,-55,10.0
64,-197,-966,-14070,6090,980,18491,1,-42,11.0
34,-36,-969,490,-1190,770,18492,1,-46,10.0
30,-72,-979,2800,-3430,-1330,18493,1,-55,10.0
42,-61,-980,1400,-350,0,18494,1,-33,11.0
19,-80,-971,-700,-980,-1050,18495,1,-51,10.0
32,-96,-975,210,-1120,210,18496,1,-48,11.0
26,-141,-961,-490,-1540,-1400,18497,1,-38,10.0
105,-98,-970,3360,-7910,3220,18498,1,-41,11.0
53,-121,-973,560,-1820,-70,18499,1,-47,11.0
45,-104,-971,4410,-2940,140,18500,1,-39,11.0
46,-114,-976,1680,280,-140,18501,1,-58,11.0
38,-89,-972,-1610,-1820,-420,18502,1,-45,11.0
43,-102,-967,280,-1260,-280,18503,1,-47,10.0
40,-112,-969,1260,-420,-70,18504,1,-44,11.0
31,-89,-969,-1610,-910,350,18505,1,-39,11.0
19,-102,-964,560,-1610,-1190,18506,1,-48,11.0
17,-114,-968,0,-1190,-420,18507,1,-37,11.0
24,-114,-968,1680,-1330,-910,18508,1,-39,10.0
-14,-123,-988,560,280,-560,18509,1,-38,10.0
28,-105,-980,-840,-910,70,18510,1,-48,11.0
18,-102,-973,630,-1610,-490,18511,1,-46,11.0
51,-107,-971,980,-560,-1470,18512,1,-48,11.0
34,-98,-970,700,-1820,-770,18513,1,-45,11.0
31,-100,-963,2660,-7770,-4270,18514,1,-44,11.0
62,-116,-970,1890,-420,-700,18515,1,-42,11.0
53,-119,-983,5670,-770,-1750,18516,1,-46,11.0
-5,-109,-978,1330,-1400,560,18517,1,-42,11.0
60,-119,-976,3010,-5180,-1540,18518,1,-42,11.0
19,-119,-962,1680,-2310,350,18519,1,-43,11.0
9,-153,-966,-4410,1750,140,18520,1,-39,11.0
4,-132,-976,1120,-560,-490,18521,1,-40,11.0
6,-131,-970,2100,-1680,560,18522,1,-40,11.0
12,-98,-981,-70,-1400,-2450,18523,1,-42,11.0
5,-122,-971,-1890,-1400,-840,18524,1,-49,11.0
-52,-111,-958,1470,0,-1120,18525,1,-40,11.0
26,-114,-977,-210,-3920,280,18526,1,-39,11.0
14,-126,-962,1050,-1820,-490,18527,1,-38,11.0
10,-119,-964,700,-1680,-770,18528,1,-40,10.0
13,-131,-979,1190,-1960,-350,18529,1,-35,10.0
18,-127,-965,-350,-1190,-980,18530,1,-40,11.0
12,-110,-976,-630,-1190,-910,18531,1,-40,11.0
6,-114,-975,1750,210,-910,18532,1,-38,11.0
29,-113,-969,1680,-840,-630,18533,1,-43,11.0
9,-122,-970,910,-1820,-70,18534,1,-42,11.0
42,-89,-958,-140,-560,1050,18535,1,-39,11.0
17,-108,-973,1820,-1960,-1190,18536,1,-42,11.0
18,-67,-973,560,-700,-70,18537,1,-42,11.0
29,-75,-977,280,-1540,-700,18538,1,-42,11.0
63,-84,-966,3430,-2800,140,18539,1,-42,11.0
-43,60,-976,1330,-3710,-7840,18540,1,-44,11.0
26,-85,-973,-2590,-3220,980,18541,1,-42,11.0
31,-69,-967,1750,700,490,18542,1,-46,11.0
10,-153,-949,2310,-490,-1610,18543,1,-41,10.0
23,-94,-970,-1330,-700,350,18544,1,-40,11.0
85,-45,-982,3150,2870,-2100,18545,1,-42,11.0
155,-141,-998,20930,5950,-4270,18546,1,-47,12.0
56,-53,-970,-3010,-3780,6160,18547,1,-40,11.0
4,-32,-970,-3570,1190,7490,18548,1,-40,11.0
15,-70,-966,2870,-1960,-2800,18549,1,-46,10.0
50,-69,-983,3640,-700,210,18550,1,-44,11.0
45,-72,-958,2170,-4200,-210,18551,1,-42,11.0
94,-101,-980,-4060,-3080,1610,18552,1,-57,9.0
15,-96,-971,1540,0,-1260,18553,1,-56,10.0
15,-88,-974,2730,-1400,-1330,18554,1,-40,11.0
6,-110,-966,1820,-4900,-5670,18555,1,-47,10.0
38,-76,-975,-1050,1610,-140,18556,1,-48,10.0
12,-161,-961,2100,-1750,0,18557,1,-44,10.0
2,-165,-965,13930,-4620,2730,18558,1,-42,10.0
6,-111,-974,-2170,-630,2380,18559,1,-41,11.0
7,-117,-965,910,-1540,-910,18560,1,-60,10.0
2,-143,-960,770,-3010,-1540,18561,1,-52,11.0
-31,-75,-966,840,-1750,0,18562,1,-49,10.0
4,-128,-971,1190,0,-1120,18563,1,-46,11.0
-40,-151,-969,1820,210,630,18564,1,-49,10.0
22,-123,-974,-1540,-2030,1610,18565,1,-46,11.0
0,-140,-962,-2450,-2240,140,18566,1,-44,11.0
57,-141,-971,6160,-2240,-1050,18567,1,-50,11.0
-7,-110,-982,-5460,-3780,420,18568,1,-42,11.0
-4,-136,-952,-70,-7280,420,18569,1,-49,11.0
-42,-122,-970,1190,-1610,-980,18570,1,-41,11.0
0,-136,-954,1330,210,-770,18571,1,-48,11.0
-33,-137,-965,-1890,-490,-1330,18572,1,-45,12.0
1,-117,-955,1400,-280,-1330,18573,1,-45,11.0
0,-87,-987,5670,-4760,-1540,18574,1,-46,11.0
0,-122,-970,1120,-1540,-140,18575,1,-44,11.0
26,-163,-963,-280,-1470,-420,18576,1,-46,11.0
2,-105,-973,1400,-1750,-1820,18577,1,-43,10.0
-3,-126,-986,1960,-1750,-560,18578,1,-43,10.0
-1,-108,-964,2940,-280,-840,18579,1,-43,11.0
4,-145,-967,1190,-1470,-770,18580,1,-42,11.0
-7,-151,-975,4060,-3290,-1050,18581,1,-39,11.0
0,-131,-964,-140,-1050,-700,18582,1,-46,11.0
6,-137,-967,-980,3640,-70,18583,1,-35,11.0
0,-178,-960,-6020,-1890,-210,18584,1,-36,11.0
-17,-113,-976,-2660,-140,0,18585,1,-35,11.0
-8,-149,-963,-980,-1750,-630,18586,1,-38,11.0
3,-127,-972,1890,-1610,490,18587,1,-42,11.0
-9,-131,-968,910,-2170,-560,18588,1,-48,11.0
0,-128,-974,-210,-210,-420,18589,1,-49,11.0
-14,-135,-965,1120,-1750,-910,18590,1,-44,11.0
9,-105,-975,-490,-560,-280,18591,1,-38,11.0
16,-90,-973,2240,-1260,-4340,18592,1,-40,11.0
3,-106,-977,140,-630,1050,18593,1,-40,12.0
0,-159,-968,2310,-1190,1540,18594,1,-40,11.0
-19,-141,-966,2520,-1750,-910,18595,1,-47,10.0
-29,-144,-964,-2800,-280,3920,18596,1,-46,11.0
-3,-163,-956,700,-1540,-910,18597,1,-38,11.0
21,-148,-972,1050,-2730,490,18598,1,-43,11.0
6,-117,-973,1190,-2170,-1120,18599,1,-44,11.0
1,-113,-990,700,-1750,-910,18600,1,-41,11.0
6,-122,-956,4830,-2030,-6160,18601,1,-46,10.0
-8,-134,-963,1400,700,-1050,18602,1,-41,11.0
-4,-160,-963,420,-1330,140,18603,1,-45,11.0
-19,-142,-965,630,-630,-350,18604,1,-39,11.0
17,-142,-969,2730,-1750,-3920,18605,1,-43,10.0
43,-140,-985,2450,1540,-630,18606,1,-38,10.0
29,-144,-950,-280,840,980,18607,1,-40,11.0
1,-137,-980,840,-1190,-2660,18608,1,-37,10.0
-18,-155,-964,3150,-2590,-4760,18610,1,-41,12.0
2,-187,-939,6930,-2800,-840,18611,1,-45,11.0
53,-147,-971,-1750,-560,-3290,18612,1,-40,11.0
63,-102,-974,3220,-980,1540,18613,1,-47,10.0
9,-109,-971,1960,-1190,-2450,18614,1,-52,11.0
15,-112,-979,-980,-140,630,18615,1,-41,11.0
7,-134,-973,700,-1960,-1610,18616,1,-40,10.0
17,-126,-967,0,-140,-700,18617,1,-43,11.0
34,-140,-979,2800,-3430,1050,18618,1,-39,11.0
-17,-22,-926,-8890,-12670,1820,18619,1,-47,11.0
-145,-42,-956,-7070,18340,20020,18620,1,-43,11.0
-85,203,-967,5040,-3360,-5880,18621,1,-51,11.0
-100,4,-878,6020,2800,84700,18622,1,-46,11.0
148,104,-978,-11760,2660,54600,18623,1,-43,11.0
34,70,-926,-4690,-210,58730,18624,1,-50,10.0
129,88,-968,5460,-4900,-34930,18625,1,-51,11.0
169,-13,-983,-14140,-10010,-4830,18626,1,-59,11.0
66,-68,-930,-7770,7840,-1960,18627,1,-63,10.0
241,-333,-964,-27930,3150,-8260,18628,1,-55,11.0
-272,-915,-393,28770,-16520,980,18629,1,-47,11.0
-363,-919,165,20650,-3500,-2450,18630,1,-45,11.0
77,-129,941,33110,-10850,5950,18631,1,-46,11.0
34,-169,1011,6230,-4130,10430,18632,1,-46,11.0
80,-134,1022,4410,-4620,3150,18633,1,-41,11.0
134,17,952,-10640,-42210,-8820,18634,1,-41,12.0
-24,-26,1028,-4410,-1680,-840,18635,1,-47,10.0
-104,-91,985,-13090,9800,1750,18636,1,-45,11.0
-158,-8,980,-4410,-4550,1610,18637,1,-46,11.0
-122,-47,1024,1120,2310,-3780,18638,1,-47,11.0
-159,-86,1026,-4760,9940,8400,18639,1,-51,10.0
-116,32,1013,4830,-14070,-2170,18640,1,-44,11.0
-155,-102,1016,12950,21070,-11410,18641,1,-46,11.0
-149,-169,999,-12320,13650,-8820,18642,1,-48,11.0
-40,16,1058,-14630,-6650,4200,18643,1,-56,11.0
-128,-10,1014,-17500,11830,70840,18644,1,-51,11.0
96,110,1035,-15960,-2590,38010,18645,1,-59,10.0
-20,-82,963,-24920,-9100,22400,18646,1,-48,11.0
2,-40,988,18760,70,6370,18647,1,-45,11.0
-1,63,1087,25620,9240,-630,18648,1,-49,10.0
-32,111,1010,3990,-1960,-1190,18649,1,-57,11.0
44,83,1000,-1260,-14630,-1540,18650,1,-48,12.0
33,109,1016,4060,-1750,-280,18651,1,-47,10.0
3,0,1026,4760,-10990,-71050,18652,1,-51,10.0
-39,-70,1000,-4200,-2240,4060,18653,1,-47,11.0
-3,37,1026,-210,1190,0,18654,1,-54,11.0
-82,28,1013,3850,-700,-8750,18655,1,-45,11.0
0,-24,1022,2450,-2380,-1050,18656,1,-46,11.0
23,-50,939,-980,-700,3990,18657,1,-43,10.0
-21,-264,1500,216510,66780,16800,18658,1,-49,10.0
272,-81,978,-15470,-3850,3220,18659,1,-49,11.0
200,-127,987,1960,14630,-11970,18660,1,-57,11.0
160,-269,1004,7070,1540,-60550,18661,1,-53,10.0
128,-65,1005,59920,26110,-25200,18662,1,-47,11.0
-1,34,1067,700,-7140,-9940,18663,1,-58,11.0
-84,42,1022,-4760,-20440,-4690,18664,1,-52,11.0
89,41,964,9940,-6230,-4550,18665,1,-49,11.0
102,102,1014,-5180,-1680,6440,18666,1,-50,11.0
151,272,966,-6440,3710,280,18667,1,-45,11.0
-2,204,975,21910,-37800,-48930,18668,1,-56,8.0
-444,474,815,22120,16100,8890,18669,1,-70,0.0
-413,492,805,-8470,-9660,-84840,18670,1,-62,5.0
-586,-29,917,3360,2450,1260,18671,1,-53,11.0
-322,135,890,-12460,140,10080,18672,1,-61,11.0
-435,15,909,-5740,4270,-5950,18673,1,-55,11.0
-525,44,880,13930,-1330,5250,18674,1,-52,11.0
-481,-273,817,-7980,1750,-5950,18675,1,-53,12.0
-99,-71,1057,18130,-6650,-20580,18676,1,-49,11.0
-103,-18,1008,-13370,-1050,14420,18677,1,-49,11.0
-154,-188,996,4340,-1120,-6650,18678,1,-49,11.0
-161,-135,990,-3990,210,3500,18679,1,-46,11.0
-210,-97,986,3990,-4550,10500,18680,1,-56,11.0
-202,234,914,43190,-15400,-60340,18681,1,-59,10.0
-154,303,984,-9030,-2030,0,18682,1,-53,10.0
-128,290,992,1400,-5600,4130,18683,1,-49,11.0
-214,150,973,-7700,6860,-630,18684,1,-54,11.0
-285,93,963,-1540,-5320,-1330,18685,1,-54,10.0
-211,81,1012,700,4340,2520,18686,1,-60,9.0
-363,168,907,-7140,-17010,18340,18688,1,-44,11.0
-279,229,986,-4690,3430,-11830,18689,1,-55,11.0
-293,49,960,980,-9170,1050,18690,1,-53,11.0
-223,-40,982,4550,-2310,-3710,18691,1,-50,11.0
-283,7,979,2380,-1960,1750,18692,1,-49,11.0
-295,32,963,5180,-140,-2310,18693,1,-44,10.0
-279,19,961,8540,-3850,0,18694,1,-47,11.0
-348,-10,1017,-6510,-11200,12670,18695,1,-46,11.0
-364,73,925,-9730,-5110,13720,18696,1,-44,11.0
-209,418,882,-36540,-4900,47250,18697,1,-51,11.0
-283,269,972,11620,3080,-6020,18698,1,-56,11.0
-227,348,927,10850,-12180,-23590,18699,1,-57,11.0
-268,291,959,20020,-1750,-14700,18700,1,-60,10.0
-208,196,1048,-2590,0,2590,18702,1,-55,11.0
-224,63,991,18130,13930,6160,18703,1,-48,11.0
-98,251,1030,-28630,-37030,201950,18704,1,-62,10.0
159,259,945,3990,5600,5950,18705,1,-58,11.0
209,88,1015,-3290,-5040,-5530,18706,1,-53,11.0
82,43,951,-5180,-6160,-3990,18707,1,-57,10.0
-2,-10,1190,-14420,-3080,-3150,18708,1,-59,11.0
-65,22,1047,-13860,490,910,18709,1,-61,10.0
-40,97,1018,-21420,-12250,140,18710,1,-57,11.0
232,-6,991,-4340,14070,18130,18711,1,-57,11.0
487,-3,915,-17290,-28630,-18060,18712,1,-66,10.0
389,-245,865,-70000,-12250,-46200,18713,1,-52,11.0
279,-995,96,40950,-4410,57050,18714,1,-57,11.0
161,-1046,137,-7490,-6300,-7210,18715,1,-56,9.0
95,-1016,47,-560,-2030,-1050,18716,1,-46,11.0
66,-1019,61,490,-5180,-560,18717,1,-56,10.0
128,-951,60,6370,-53830,-980,18718,1,-58,9.0
79,-1008,71,6440,20860,-9800,18719,1,-67,4.0
74,-1003,84,-4970,-12040,-11690,18720,1,-58,10.0
-772,674,29,6440,-5600,45850,18721,1,-59,9.0
-565,798,88,1400,-980,-2800,18722,1,-52,10.0
-543,805,108,1680,-910,-700,18723,1,-62,11.0
-548,794,84,-3220,-490,1190,18724,1,-65,10.0
-535,808,51,70,-280,-1190,18725,1,-58,11.0
-608,834,60,10010,-9800,3500,18726,1,-59,11.0
-550,823,71,-490,-1330,1680,18727,1,-52,10.0
-505,865,60,3990,-1260,980,18728,1,-51,11.0
-490,822,126,770,2380,-7210,18729,1,-50,-7.0
-525,848,78,2520,-1540,3220,18730,1,-62,10.0
-492,866,41,2100,-770,-1750,18731,1,-51,11.0
-488,837,50,1330,-1750,-770,18732,1,-60,8.0
-507,859,37,3220,-3150,-6440,18733,1,-70,10.0
-530,812,24,-8260,5950,-490,18734,1,-60,11.0
-492,809,119,2520,-5250,-420,18735,1,-63,10.0
-607,915,67,-5950,-2590,4830,18736,1,-54,11.0
-451,873,39,7560,12950,1120,18737,1,-67,11.0
-537,812,66,-2520,-3990,-70,18738,1,-57,10.0
-544,836,89,-560,-2240,-630,18739,1,-50,11.0
-541,826,85,210,-1750,-1470,18740,1,-51,11.0
-547,817,85,1960,-770,980,18741,1,-48,11.0
-539,817,78,1050,-1610,-140,18742,1,-54,11.0
-513,827,78,-420,-1680,-2730,18743,1,-46,11.0
-494,793,69,3150,-4060,140,18744,1,-55,9.0
-513,837,60,1820,-2730,-630,18745,1,-55,11.0
-530,842,41,-1050,-7420,3150,18746,1,-50,10.0
-507,854,87,-1400,-1540,-2660,18747,1,-48,11.0
-511,847,79,-1190,-3850,-1400,18748,1,-50,12.0
-521,829,85,840,-2800,1400,18749,1,-51,11.0
-492,783,80,2730,1260,630,18750,1,-46,11.0
-422,866,140,4620,6440,-17500,18751,1,-53,11.0
-313,949,22,-5180,-5250,910,18752,1,-46,11.0
-218,897,29,-8890,-10290,24010,18753,1,-50,11.0
-159,61,868,-48650,-8120,33810,18754,1,-45,11.0
-308,18,1003,-210,7840,7350,18755,1,-64,11.0
-408,247,970,22260,-35560,-4340,18756,1,-58,10.0
-217,57,1041,-5880,-23660,91140,18757,1,-54,11.0
159,121,957,-5040,-21280,-3290,18758,1,-53,11.0
226,81,1014,20440,29470,4760,18759,1,-44,11.0
-12,50,997,-3850,10290,21770,18760,1,-53,11.0
-21,55,1026,-7840,-5390,-4410,18761,1,-55,11.0
-62,-132,994,5740,5040,9730,18762,1,-55,10.0
-12,-15,1021,-1050,210,-3500,18763,1,-55,11.0
-65,19,988,1190,-2100,-43750,18764,1,-51,11.0
-45,4,1020,910,-1820,3080,18765,1,-55,11.0
-57,8,1018,-70,-2450,-5110,18766,1,-65,11.0
-38,-20,1106,-70,630,24360,18767,1,-58,11.0
-74,36,948,7560,3290,-15190,18768,1,-57,11.0
-111,-120,1071,5880,-5530,11760,18769,1,-52,11.0
-56,34,992,2590,-3430,-7630,18770,1,-55,11.0
-7,3,992,700,-140,-3150,18771,1,-59,10.0
-50,82,1013,9100,1050,-10500,18772,1,-60,11.0
23,7,1020,980,-1120,2730,18773,1,-57,11.0
26,6,1029,3920,-140,-1190,18774,1,-55,11.0
-208,37,935,-8750,-9730,-15610,18775,1,-65,11.0
142,92,992,6790,-6440,-17500,18776,1,-58,11.0
178,151,1075,-3080,20300,23730,18777,1,-51,12.0
30,-113,1026,-70,-560,9450,18778,1,-74,10.0
8,32,1019,1050,-910,-12250,18779,1,-64,11.0
-61,85,1018,3780,1820,-980,18780,1,-62,11.0
-43,-7,999,560,-1470,-5040,18781,1,-55,11.0
-34,8,1019,-1960,-70,-280,18782,1,-68,11.0
-29,-11,1020,560,-1400,-420,18783,1,-54,11.0
-58,8,1017,910,-910,-770,18784,1,-53,11.0
-45,-7,1019,1120,-1400,-560,18785,1,-56,11.0
-9,-6,1033,-2520,-420,-910,18786,1,-51,11.0
-20,-40,1020,1470,-1610,-490,18787,1,-53,10.0
-39,-10,1021,-490,-2100,-560,18788,1,-54,11.0
-52,-10,1019,1680,-2590,-840,18789,1,-62,7.0
-45,-28,1018,630,-2030,-420,18790,1,-52,11.0
-33,29,1018,-2030,840,1750,18791,1,-55,11.0
-10,22,1019,1260,-1190,1120,18792,1,-57,11.0
-40,24,1020,-70,-3500,-3780,18793,1,-66,10.0
-33,16,1018,560,-3360,-5390,18794,1,-65,6.0
30,-20,1021,1750,-560,11550,18795,1,-59,9.0
-9,15,1020,140,-1400,1260,18796,1,-63,7.0
32,-3,1021,-280,-210,-2170,18797,1,-72,-8.0
10,20,1021,-280,-3220,-36680,18798,1,-66,6.0
-36,8,1020,490,-1190,-1330,18799,1,-60,9.0
44,86,1023,980,-1190,-70,18800,1,-66,5.0
-51,26,1019,1330,490,-3430,18802,1,-61,8.0
-4,37,1023,-630,-560,-12600,18803,1,-57,9.0
-46,2,1017,2100,-910,89180,18804,1,-61,7.0
3,16,1023,1540,-1820,2800,18805,1,-53,10.0
-30,-29,1020,140,-1750,2170,18806,1,-52,10.0
-25,-33,1019,1190,-210,-1260,18807,1,-53,11.0
-53,-43,1017,350,-2030,3710,18808,1,-59,10.0
6,-27,1026,4340,-1890,-11760,18809,1,-56,11.0
-33,5,1019,770,-420,210,18810,1,-55,10.0
-33,-22,1020,420,-1190,-280,18811,1,-51,10.0
49,-77,1019,-2240,-3920,-10430,18812,1,-57,11.0
14,-40,1020,2100,-980,-1050,18813,1,-49,11.0
-33,-3,1019,210,-1330,-490,18814,1,-43,11.0
-20,-11,1019,0,-1470,-420,18815,1,-45,11.0
-9,7,1022,1260,-1680,-490,18816,1,-44,11.0
-6,-93,1018,-560,-840,-2450,18817,1,-44,10.0
-16,-1,1020,1050,-1470,-420,18818,1,-50,11.0
-16,-12,1020,980,-1540,-350,18819,1,-45,11.0
3,-32,1020,1680,980,-350,18820,1,-44,10.0
-10,-13,1020,490,-1470,-420,18821,1,-42,11.0
-9,-13,1020,1120,-1260,-490,18822,1,-44,11.0
-18,3,1019,210,-1470,-420,18823,1,-40,11.0
-11,-22,1020,1960,-1610,-420,18824,1,-49,11.0
-6,-29,1020,1050,-1400,-420,18825,1,-49,12.0
-17,3,1021,2310,-1540,-350,18826,1,-53,11.0
31,-28,1021,-210,-1190,-280,18827,1,-52,12.0
20,-2,1023,630,-1120,-280,18828,1,-48,11.0
-68,-49,1016,770,-2240,1190,18829,1,-48,10.0
65,-21,1025,490,770,-840,18830,1,-47,11.0
-74,27,1015,910,-700,9450,18831,1,-45,11.0
-1,41,1022,210,840,-10640,18832,1,-48,10.0
-12,4,1021,1820,-1610,-420,18833,1,-50,11.0
-74,-4,1014,630,-2170,-140,18834,1,-45,11.0
20,28,1021,840,-1890,-490,18835,1,-47,11.0
-14,16,1020,1610,-1050,7980,18836,1,-51,11.0
20,69,1019,-700,2870,-4830,18837,1,-60,9.0
-19,-17,1021,630,-980,1120,18838,1,-47,11.0
-5,6,1021,210,-1470,-350,18839,1,-45,11.0
-15,-38,1021,350,-1610,-630,18840,1,-52,10.0
-17,-8,1020,2520,-2240,-2870,18841,1,-48,11.0
-5,47,1021,490,-2100,14350,18842,1,-49,11.0
-31,-13,1019,560,-1400,-490,18843,1,-53,11.0
83,5,1018,5250,1540,9100,18844,1,-49,11.0
-108,-66,1015,1750,-3780,-15540,18845,1,-47,10.0
80,60,1023,-350,1540,132790,18846,1,-51,11.0
34,-15,1025,-420,-2100,5250,18847,1,-58,9.0
-31,25,1018,770,-980,-7210,18848,1,-64,7.0
-30,28,1018,420,210,-2800,18849,1,-52,11.0
-7,80,1019,-1610,-2730,70,18850,1,-49,11.0
-13,13,1019,490,-2380,-4340,18851,1,-49,10.0
13,-9,1020,2310,-3290,280,18852,1,-60,9.0
-7,24,1019,-420,-1890,-280,18853,1,-54,10.0
-4,-5,1020,1400,-1540,-420,18854,1,-54,10.0
-36,-7,1018,2170,-3430,-1890,18855,1,-53,11.0
-34,8,1019,2590,-2170,-980,18856,1,-59,11.0
-9,21,1020,560,-490,-420,18857,1,-54,11.0
-21,12,1020,1330,-1820,-210,18858,1,-49,10.0
8,20,1020,560,-1400,-420,18859,1,-57,9.0
-3,30,1020,910,-1470,-420,18860,1,-52,10.0
-9,35,1019,1050,-2170,-2240,18861,1,-56,11.0
-10,34,1019,700,-1470,-910,18862,1,-50,11.0
